site_date_key,Mangrove,Manmade,Saltmarsh,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,mud,fetch_distance,site_type
05244dc3,0.03970456903175916,0.009998630476986138,0.05713881723188414,0.03970456903175916,0.05713881723188414,0.40998740919352744,0.5900125908064725,0.3560690302318049,132814.3382940777,0.0,mixed
0d2059f3,0.007754265995822226,0.0,0.12283969459484528,0.007754265995822226,0.12283969459484528,0.05937691115845031,0.9406230888415498,0.3664345979547568,151417.07021989342,11.597734172272965,marsh
10ef41b4,0.1315000128931169,0.010485064558017922,0.027993282513539462,0.1315000128931169,0.027993282513539462,0.8244861488242146,0.17551385117578538,0.5648550413420226,117691.86296136258,0.0,mangrove
124ad590,0.06939382814179083,0.016995778714671103,0.031191867778054647,0.06939382814179083,0.031191867778054647,0.6898975794439921,0.31010242055600784,0.33646250307452874,138064.83905961612,369.8759049294739,mixed
1f36d182,0.11034933159917135,0.02369540081649977,0.1064015208190604,0.11034933159917135,0.1064015208190604,0.5091067941280651,0.49089320587193486,0.4342590450240976,267362.25933280477,0.0,mixed
22dc2bdf,0.038308384268507946,0.004026676145081559,0.16926597666115767,0.038308384268507946,0.16926597666115767,0.18455258200933755,0.8154474179906624,0.6171464193060936,147820.56079672236,0.0,marsh
286cc7fc,0.17957622461891617,0.0024192783647951624,0.025290329422914683,0.17957622461891617,0.025290329422914683,0.8765521803146513,0.12344781968534871,0.6157895125914294,115263.72061153551,38.389565322131055,mangrove
3096ab9a,0.07128975684567761,0.016009443146252852,0.06556699871517517,0.07128975684567761,0.06556699871517517,0.5209078393940072,0.47909216060599275,0.6337191999535539,179769.4333172206,0.0,mixed
39a22c63,0.1463930733648609,1.5538506766369536e-05,0.04460136420774924,0.1463930733648609,0.04460136420774924,0.7664782033728433,0.2335217966271567,0.686236695587572,117813.95592848853,2.5280630336873453,mangrove
3aee966b,0.0462335769789092,0.00019092354688239548,0.0812121173479508,0.0462335769789092,0.0812121173479508,0.36277080385575006,0.63722919614425,0.30919528601177093,197401.40801568498,0.0,mixed
4055fb57,0.03972058832446258,0.0011939416287259118,0.10841499882982161,0.03972058832446258,0.10841499882982161,0.2681367056188418,0.7318632943811582,0.4781900378616253,137548.46852444301,0.0,mixed
